Candidato,Setorial,Estado,Situação,Votos
VIRGINIA LUNALVA MIRANDA DE SOUSA ALMEIDA (Mãe Nalva) ,"Literatura, Livro e Leitura ",PA ,Habilitado ,66
VIVIANE MARQUES DOS SANTOS (Viviane Marques) ,"Literatura, Livro e Leitura ",RS ,Inabilitado ,3
WAGNER CORIOLANO DE ABREU (Wagner Coriolano de Abreu) ,"Literatura, Livro e Leitura ",RS ,Habilitado ,17
ALESSANDRA SILVA GOMES (Alessandra Silva Gomes) ,Moda ,SE ,Habilitado ,25
ALEX THOMAS MAIA CARDOSO (Alex Thomas) ,Moda ,AC ,Eleito ,10
ALINE MOREIRA MONCORES (ALINE MOREIRA MONÇORES) ,Moda ,RJ ,Habilitado ,55
ALTAIR ALVES DOS SANTOS (Altair Santo) ,Moda ,SE ,Habilitado ,41
ANA RITA VALVERDE PEROBA (Ana Rita Valverde Peroba) ,Moda ,PE ,Habilitado ,0
ANDERSON MIRANDA DE MATOS (Anderson Miranda de Matos) ,Moda ,TO ,Inabilitado ,17
ANGELICA DA SILVA FAGUNDES (Angelica do Canto) ,Moda ,RS ,Eleito ,13
BEATRIZ DA SILVA DOMINGUES (Beatriz Domingues) ,Moda ,DF ,Eleito ,2
CAROLINE GARCIA DE SOUZA (Caroline Garcia) ,Moda ,MS ,Eleito ,7
CHAYENNE CRISTIAN RAMOS RODRIGUES (Chayenne Cristian Ramos Rodrigues) ,Moda ,SE ,Habilitado ,60
CRISTIANE BATISTA (Cristiane Batista) ,Moda ,AM ,Eleito ,1
CYNTHIA MARIA JOAQUIM BATISTA DOS SANTOS (Cynthia Mariah ) ,Moda ,SP ,Habilitado ,11
CYNTIA TAVARES MARQUES (Cyntia Tavares Marques de Queiroz) ,Moda ,CE ,Eleito ,47
DENIS LUIZ GOMES ALVES (DENIS LUIZ ALVES) ,Moda ,RS ,Habilitado ,12
EDINEIA PEREIRA DA SILVA BETTA (Edinéia Pereira da Silva Betta) ,Moda ,SC ,Eleito ,107
EDNEY SANTANA DOS SANTOS (edney santana dos santos) ,Moda ,MT ,Eleito ,1
ELAINE RODRIGUES DA FONSECA (Elaine Rodrigues da Fonseca) ,Moda ,AL ,Eleito ,8
FATIMA LEITE DA COSTA SA (Fátima Leite da Costa Sá) ,Moda ,RJ ,Habilitado ,16
FRANCISCA DANTAS MENDES (Francisca Dantas Mendes) ,Moda ,SP ,Habilitado ,14
FRANK TEIXEIRA DE SOUZA (Frank Teixeira ) ,Moda ,SE ,Habilitado ,0
GABRIELA MARIA LADEIRA FERREIRA TORRES (Gabriela Maria Ladeira Ferrereira Torres) ,Moda ,MG ,Habilitado ,24
ISABELE TAVARES DE ANDRADE RIBEIRO (Isabele Tavares de Andrade Ribeiro) ,Moda ,SE ,Habilitado ,7
ISABELLA CAROLINE CUNHA RODRIGUES (isabella caroline cunha rodrigues) ,Moda ,PA ,Eleito ,37
IZAQUEU DUARTE MENDONCA (LOREN HITS) ,Moda ,AP ,Eleito ,40
JOANA DE RESENDE ASSUNCAO (Joana de Resende Assunção) ,Moda ,MT ,Habilitado ,1
JOAO BATISTA ARAUJO DE SOUZA (Joao Batista Araujo de Souza) ,Moda ,SE ,Habilitado ,37
JULIANA BARBOSA (Juliana Barbosa) ,Moda ,MG ,Habilitado ,12
JULIANE ROBERTA SANTOS DE SOUZA (JULAY JULIANE) ,Moda ,PA ,Inabilitado ,16
KATHIA CASTILHO CUNHA (Kathia Castilho Cunha) ,Moda ,SP ,Eleito ,129
LETICIA NOYA DOS SANTOS (Letícia Noya) ,Moda ,SP ,Habilitado ,1
LORENA POMPEI ABDALA (Lorena Abdala) ,Moda ,GO ,Habilitado ,24
LUCIA TAVARES LEIRO (Lúcia Tavares Leiro) ,Moda ,BA ,Eleito ,48
LUISA MENDES ARRUDA (Luisa Mendes Arruda) ,Moda ,ES ,Eleito ,34
MANOEL JOSE MARTINS DOS SANTOS NETO (Manoel José Martins dos Santos Neto) ,Moda ,MA ,Eleito ,15
MARIA DE FATIMA DA SILVA (Maria de Fátima da Silva(Fátima Zumbi)) ,Moda ,PI ,Eleito ,69
MARIA DINAR MELO (MARIA DINAR MELO) ,Moda ,SE ,Eleito ,72
MARIA ESTER CORDEIRO BISPO (Ester Bispo) ,Moda ,PE ,Habilitado ,0
MARIANA DUARTE KARASIAK (Mariana Karasiak) ,Moda ,SC ,Eleito ,59
MARLENE SOUZA MONTEIRO (Marlene Souza Monteiro) ,Moda ,RO ,Eleito ,94
MIRIAM GOULART OLIVEIRA GOMES (Miriam Goulart Oliveira Gomes) ,Moda ,GO ,Habilitado ,0
NEIDE KOHLER SCHULTE (Neide Kohler Schulte) ,Moda ,SC ,Eleito ,29
OLUYIA FRANCA DE MORAIS (Oluyiá França de Morais) ,Moda ,PE ,Eleito ,1
PATRICIA SANT ANNA (Patricia Sant'Anna) ,Moda ,SP ,Habilitado ,28
PAULO ROBERTO MARTINS DOS SANTOS (Paulo Martins) ,Moda ,PR ,Habilitado ,16
RAFAELA FELIPE FAGUNDES DA SILVA (Rafaela fagundes) ,Moda ,RN ,Eleito ,16
REGIS PUPPIM (Régis Puppim) ,Moda ,GO ,Eleito ,76
RENATA SILVA DE VASCONCELOS (Renata Silva de Vasconcelos) ,Moda ,MA ,Habilitado ,1
SANDRA DE CASSIA FRANCHIN (Sandra de Cássia Franchin) ,Moda ,PR ,Eleito ,31
SHIGEAKI UEKI ALVES DA PAIXAO (SHIGEAKI UEKI ALVES DA PAIXÃO) ,Moda ,RR ,Eleito ,87
SUSANNE PINHEIRO DIAS (Susanne Pinheiro Dias) ,Moda ,PA ,Habilitado ,1
TALITA MACIEL FREITAS (Talita Maciel Freitas) ,Moda ,CE ,Habilitado ,38
"TANIA CRISTINA SILVA DE OLIVEIRA ( Tania Cristina,Makota Kisandembu) ",Moda ,MG ,Eleito ,107
TARCISIO LUIZ D ALMEIDA ALVES (Tarcisio D'Almeida) ,Moda ,MG ,Habilitado ,2
VERONICA DE PAULA ZANOTTI TAVARES DE OLIVEIRA (Verônica de Paula Zanotti Tavares de Oliveira) ,Moda ,MG ,Habilitado ,11
VIVIANE MARTINS (Vivi Martins) ,Moda ,RJ ,Eleito ,58
WANESSA GOMES CABIDELLI (Wanessa Cabidelli) ,Moda ,MG ,Eleito ,64
ADRIANA BELIC CHERUBINE (Adriana Belic) ,Música ,SP ,Eleito ,149
ALBERTO PERES NETO (ALBERTO PERES NETO) ,Música ,DF ,Habilitado ,2
ALCIDESIO JOSE DE SANTANA (Alcidesio Jose de Santana) ,Música ,PE ,Habilitado ,3
ALEX RICARDO NUNES SILVA (Alex Ricardo Nunes Silva ) ,Música ,RO ,Eleito ,85
ALISON MEDEIROS RONSANI (Alison Medeiros Ronsani) ,Música ,SC ,Habilitado ,37
ALISSOM BILLY VIEIRA DA SILVA (Billy ) ,Música ,DF ,Habilitado ,2
ALVARO HENRIQUE SIQUEIRA CAMPOS SANTOS (Alvaro Henrique) ,Música ,DF ,Inabilitado ,46
AMADEU LEOPOLDO DE SA CAVALCANTE NETO (AMADEU LEOPOLDO DE SÁ CAVALCANTE NETO) ,Música ,AP ,Eleito ,214
AMADOR BUENO CAMARGO JUNIOR (Amador Bueno Camargo Junior) ,Música ,SP ,Habilitado ,14
ANA KARLA FRANCISCO (Ana Karla Francisco ) ,Música ,SC ,Eleito ,1
ANDERSON PIZARRO DORNELES (Anderson Dorneles) ,Música ,RS ,Eleito ,51
ANDIARA DE FREITAS EMIDIO (Andiara de Freitas Emidio) ,Música ,RN ,Eleito ,41
ANDRE MESSIAS DOS SANTOS (ANDRÉ MESSIAS DOS ANTOS) ,Música ,ES ,Habilitado ,9
ANDREA LUISA DE OLIVEIRA TEIXEIRA (ANDRÉA LUÍSA DE OLIVEIRA TEIXEIRA) ,Música ,GO ,Eleito ,85
ANILSON ALVES DE BARROS (ANILSON ALVES DE BARROS ) ,Música ,AL ,Habilitado ,30
ANTONIO CARLOS DO NASCIMENTO (Antonio Carlos do Nascimento) ,Música ,AC ,Eleito ,21
ANTONIO CARLOS MARTINS LIMA (ANTONIO CARLOS MARTINS LIMA (ZIMBHER)) ,Música ,SP ,Habilitado ,62
ANTONIO CARLOS PROL MEDEIROS (Antonio Carlos Prol Medeiros) ,Música ,PR ,Inabilitado ,0
ANTONIO FRANCISCO DE SALES PADILHA (Antônio Francisco de Sales Padilha ) ,Música ,MA ,Habilitado ,124
ARISTOTELES CONCEICAO BARROS (Aristóteles Conceição Barros) ,Música ,SE ,Habilitado ,4
ARMANDO NOBRE DA SILVA (ARMANDO NOBRE) ,Música ,MA ,Habilitado ,20
ARON RAURI MEDEIROS DE MIRANDA (Aron Miranda) ,Música ,AP ,Habilitado ,17
BRUNO BARRETO AMORIM CAMPOS (Bruno Barreto Amorim Campos) ,Música ,TO ,Eleito ,13
BRUNO DIAS DUPRAT (Bruno Duprat) ,Música ,SP ,Habilitado ,1
CARINA NASCIMENTO BESSA (Carina Nascimento Bessa) ,Música ,MA ,Habilitado ,8
CARLOS RONELI DA CUNHA SANTANA (Carlos Roneli da Cunha Santana) ,Música ,RO ,Inabilitado ,0
CASSIA CRUZ MONTEIRO (cassia cruz monteiro) ,Música ,AP ,Eleito ,181
CELSO RODRIGO GONCALVES REIS (Celso Reis) ,Música ,MA ,Habilitado ,19
CESAR AUGUSTO CUSTODIO (César Custódio) ,Música ,SP ,Habilitado ,78
CHRISTIAN LOURENCO GARCIA (Chris Gar ) ,Música ,MG ,Habilitado ,4
CLAUDIA MARIA QUEIROZ DE JESUS (Claudia Queiroz) ,Música ,DF ,Eleito ,12
CLAUDIO JOSE MOREIRA DA SILVA (Cacau Arcoverde) ,Música ,PE ,Habilitado ,6
CLAUDIO RAFFAELLO SERZEDELLO CORREA SANTORO (Claudio Raffaello Serzedello Corrêa Santoro) ,Música ,DF ,Habilitado ,7
CLAUDIO SILVA ABRANTES (Claudio Abrantes) ,Música ,AM ,Habilitado ,51
CLEYTON JOSE DA SILVA (Cleyton José da Silva) ,Música ,PE ,Habilitado ,14
CRISTIANO NAKAZATO (CRISTIANO NAKAZATO) ,Música ,MT ,Eleito ,39
DALILA FIALHO TEIXEIRA NUNES DOS SANTOS (Dalila Fialho Teixeira Nunes dos Santos) ,Música ,SE ,Habilitado ,2
DAMASIO SOARES DO NASCIMENTO (DAMÁSIO BOTHINA ) ,Música ,SP ,Habilitado ,1
DANIELA RIBAS GHEZZI (Daniela Ribas Ghezzi) ,Música ,SP ,Eleito ,111
DENILSON ALVES DA SILVA (DENILSON ALVES DASILVA) ,Música ,SP ,Habilitado ,3
DILELCIO BORGES (Dilélcio Borges) ,Música ,RJ ,Eleito ,67
EDEMILSON FERREIRA DA SILVA (Edemilson Ferreira) ,Música ,AC ,Habilitado ,40
EDIMILSON VIEIRA DE ABREU (Dimiviera) ,Música ,PI ,Eleito ,185
EDVALDO PINTO PEREIRA DE SOUZA (Edvaldo Pinto Pereira de Souza) ,Música ,PA ,Habilitado ,4
ELIELTON ALVES AMADOR (Elielton Nicolau ) ,Música ,PA ,Habilitado ,32
ELIZABETH FREITAS DE SOUZA (Elizabeth Freitas de Souza) ,Música ,RN ,Habilitado ,29
EMANUEL ANAJOB GARAPA DE CARVALHO (Emanuel Anajob Garapa de Carvalho) ,Música ,SE ,Inabilitado ,3
EMANUEL DE JESUS PEREIRA DE SOUSA (Emanuel de Jesus Pereira de Sousa) ,Música ,MA ,Habilitado ,47
ENGELS DO ESPIRITO SANTO (ENGELS ESPÍRITOS) ,Música ,DF ,Habilitado ,11
EURACELIA PILONETTO REGINATO (EURACÉLIA PILONETTO REGINATO) ,Música ,SC ,Eleito ,265
FABIANO BATISTA DE OLIVEIRA (Fabiano Batista de Oliveira) ,Música ,PE ,Inabilitado ,0
FABIO EDUARDO SANTOS HAENDEL (Fábio Haendel) ,Música ,BA ,Habilitado ,2
FABIO MONTEIRO FRANCA (Fábio Monteiro França) ,Música ,PE ,Inabilitado ,1
FABIO ROBERTO GOMES DA SILVA (Fábio Gomes) ,Música ,PE ,Habilitado ,0
FERNANDA TEIXEIRA DE SOUZA (Fernanda Teixeira de Souza) ,Música ,RO ,Inabilitado ,2
FLAVIO MATTOS DE OLIVEIRA (FLAVIO MATTOS DE OLIVEIRA) ,Música ,RJ ,Habilitado ,16
FREDERICO FURTADO (Frederico Furtado) ,Música ,MG ,Eleito ,57
GABRIEL MURILO MAGALHAES RESENDE (Gabriel Murilo) ,Música ,MG ,Habilitado ,6
GABRIELA DE ALMEIDA APOLONIO (GABI APOLONIO) ,Música ,PE ,Habilitado ,12
GABRIELA MORAES MARQUES (Gabriela Moraes Marques) ,Música ,AP ,Habilitado ,3
GARDENIA PASCHOAL MARQUES (Gardenia Marques) ,Música ,ES ,Eleito ,26
GEOVANE PORTO DOS SANTOS (GEOVANE PORTO DOS SANTOS) ,Música ,PB ,Eleito ,3
GIL CUSTODIO ARAUJO FERREIRA (GIL CUSTÓDIO ARAUJO FERREIRA) ,Música ,PI ,Habilitado ,3
GILMAR DANTAS SILVA (Gilmar Dantas) ,Música ,BA ,Habilitado ,10
GILMAR DE FARO TELES (GILMAR DE FARO TELES) ,Música ,BA ,Habilitado ,46
GILMAR GUIMARAES DOS SANTOS (gilmar guimarães dos santos) ,Música ,PA ,Habilitado ,0
GILSON SANTOS MOURA (GILSON MOURA) ,Música ,BA ,Habilitado ,168
GIOVANI KRAUS GALVAO (Giovani Kraus Galvão) ,Música ,SP ,Inabilitado ,3
GIRLENE MARIA SILVA DOS SANTOS (Girlene Maria Silva dos Santos) ,Música ,AL ,Habilitado ,16
GIVANILDO AMANCIO DA SILVA (Givanildo Amancio da Silva) ,Música ,PE ,Habilitado ,27
GLAUCIO DA GAMA FERNANDES (GLÁUCIO DA GAMA FERNANDES) ,Música ,AM ,Inabilitado ,1
GUILHERME ADAUTO BAPTISTA MALLON (GUI MALLON) ,Música ,RJ ,Habilitado ,0
HALISSON CRYSTIAN TUPINAMBA PIMENTEL (Halisson Crystian Tupinambá Pimentel) ,Música ,RR ,Eleito ,50
HAMILTON FERREIRA DE OLIVEIRA (DJ BRANCO) ,Música ,BA ,Eleito ,175
HELENA DE OLIVEIRA ZICA (HELENA ZICA) ,Música ,TO ,Habilitado ,9
HERNANE FELIPE DOS SANTOS (Hernane Felipe dos Santos ) ,Música ,PI ,Habilitado ,79
HUGO LEANDRO FERREIRA FRANCA (Leandro França) ,Música ,PA ,Eleito ,23
IRLA SACRAMENTO BARBOSA (Irlã Sacramento Barbosa ) ,Música ,AP ,Habilitado ,6
ISMAEL CARLOS DA SILVA MATOS (Ismael C.S.Matos) ,Música ,AC ,Habilitado ,1
IURI FERRAZ FREIBERGER (iuri ferraz freiberger) ,Música ,RS ,Habilitado ,10
IVAN FERRARO FILHO (Ivan Ferraro Filho) ,Música ,CE ,Habilitado ,9
IVANILSON GABI DA SILVA (Ivanilson Gabi) ,Música ,RN ,Habilitado ,12
IVONE CHAGAS BELEM (Ivone Belem) ,Música ,RJ ,Habilitado ,50
JADES ROBERTO PATRICIO (Jades Patricio) ,Música ,SC ,Habilitado ,1
JAILTON RANIERE DO NASCIMENTO MELO (Jailton Raniere ) ,Música ,PE ,Eleito ,128
JANAINA AMALIA MARTINS SOUZA (Janaina Amália Martins Souza) ,Música ,AL ,Habilitado ,91
JANETTE RIBEIRO DORNELLAS (Janette Dornelas ) ,Música ,DF ,Habilitado ,2
JEFFERSON CAMPOS BORRALHO (Jefferson Campos Borralho) ,Música ,MT ,Habilitado ,28
JEREMIAS MOREIRA (Jeremias Moreira) ,Música ,TO ,Habilitado ,7
JHONATAS NASCIMENTO MORENO (Ogãn Odé Táýô) ,Música ,AM ,Habilitado ,19
JHONNATAN FRANCISCO FERREIRA DA SILVA (Jhonnatan Francisco Ferreira da Silva ) ,Música ,AL ,Inabilitado ,1
JOAO ATAIDE SANTANA (joão Ataíde Santana) ,Música ,AP ,Habilitado ,10
JOAO FELIPE DINIZ E SILVA (Felipe Diniz) ,Música ,RO ,Inabilitado ,27
JOAO VICTOR PELLEGRINI DO NASCIMENTO (João Nascimento) ,Música ,SP ,Habilitado ,7
JOEL ANTONIO MATOS (Joel Matos) ,Música ,DF ,Inabilitado ,1
"JONATAS APARECIDO DA SILVA (Jonatas ""Marujo"") ",Música ,SP ,Habilitado ,3
JONES LOURENCO DA SILVA (Jones Lourenço da Silva) ,Música ,PE ,Habilitado ,1
JORGE ALEXANDRE DE SOUSA MACHADO (Jorge Alexandre de Sousa Machado) ,Música ,DF ,Inabilitado ,3
JORGE LUIZ LIMA MOURA DA SILVA (Jorge Luiz Lima Moura) ,Música ,RJ ,Habilitado ,2
JOSE ADILSON CARDOSO CHAVES (ADILSON CHAVES) ,Música ,AP ,Habilitado ,62
JOSE BRASIL DE MATOS FILHO (Zé Brasil ) ,Música ,CE ,Eleito ,18
JOSE JAESON DE ALENCAR (Esso Alencar) ,Música ,RN ,Habilitado ,6
JOSE MARIA DE SOUZA GARCIA (JOSÉ MARIA DE SOUZA GARCIA) ,Música ,RR ,Habilitado ,1
JOSE NONATO VASCONCELOS GODOI JUNIOR (José Nonato Vasconcelos Godoi Junior) ,Música ,TO ,Inabilitado ,4
JOSE PEDRO RIBEIRO SERRAO JUNIOR (JOSÉ PEDRO RIBEIRO SERRÃO JOTHA JUNIOR) ,Música ,MA ,Habilitado ,3
JOSE RICARDO FERREIRA CARDOSO (José Ricardo Ferreira Cardoso) ,Música ,SP ,Habilitado ,1
JOSELITO CORINGA BEZERRA (Zelito Coringa) ,Música ,RN ,Eleito ,385
JOSENILDA CRISTINA DA SILVA LIRA (NIDA LIRA) ,Música ,RN ,Habilitado ,4
JUCIMAR ALVES VIEIRA (Jucimar Alves Vieira) ,Música ,RO ,Inabilitado ,2
JULIO MARCOS DA SILVA AMERICO (Julio Marcos da Silva Americo) ,Música ,SP ,Habilitado ,21
KARINE JANAINA SANTOS COSTA (KARINE JANAINA SANTOS COSTA) ,Música ,BA ,Habilitado ,4
KASTORIJANE OLIVEIRA TIMOTEO (Kastorijane Oliveira Timoteo) ,Música ,RR ,Eleito ,49
LAILTON SANTOS COSTA (BOGHAN GABOOTT) ,Música ,BA ,Habilitado ,5
LAMARTINE SILVA (lamartine silva) ,Música ,AM ,Habilitado ,1
LARISSA DE SOUZA PONTES (Larissa Pontes) ,Música ,AC ,Eleito ,9
LAUSIVAN GRANGEIRO CORREA (Lausivan Corrêa) ,Música ,SC ,Habilitado ,11
LEANDRO SANTOS DOMINGOS (LEANDRO SANTOS DOMINGOS) ,Música ,SP ,Habilitado ,0
LEDA FALEIROS NOGUEIRA DUARTE (Leda Nogueira) ,Música ,SP ,Habilitado ,2
LEONARDO LIMA E SILVA (Leonardo Lima) ,Música ,SP ,Habilitado ,2
LIGIA BENIGNO PEREIRA (Lígia Benigno ) ,Música ,BA ,Habilitado ,32
LUCIANA PIRES DE SA REQUIAO (Luciana Requião) ,Música ,RJ ,Habilitado ,58
LUCIANA SANTOS VALIDO (Luciana Santos Valido) ,Música ,SE ,Habilitado ,3
LUCIANO MOURA DA SILVA (Luciano Moura) ,Música ,SP ,Habilitado ,1
LUCIANO ROCHA DOS SANTOS (Luciano Rocha dos Santos) ,Música ,PA ,Habilitado ,0
LUIS FELIPE TEODORO DE SOUSA (Luis Felipe Teodoro de Sousa) ,Música ,PB ,Inabilitado ,3
LUIZ CARLOS SILVA PEREIRA (Luiz Carlos Silva Pereira) ,Música ,MA ,Habilitado ,1
LUIZ FERNANDO NASCIMENTO DE LIMA (Luiz Fernando Nascimento de Lima) ,Música ,AL ,Eleito ,138
LUIZ SEVERINO DOS SANTOS (LUIZ SEVERINO DOS SANTOS) ,Música ,PI ,Habilitado ,11
MANOEL JOSE DE SOUZA NETO (Manoel José de Souza Neto) ,Música ,PR ,Eleito ,40
MARCELO DA SILVA LEAL (Marcelo Peregrino) ,Música ,RJ ,Habilitado ,34
MARCELO PEREIRA GOMES MENDONCA (Maestro Marcelo Mendonça) ,Música ,SP ,Habilitado ,141
MARCIO APOLINARIO DE OLIVEIRA SILVA (Márcio Apolinário de Oliveira Silva) ,Música ,DF ,Eleito ,165
MARCOS AUGUSTO RIBEIRO DOS SANTOS (marcos augusto ribeiro dos santos) ,Música ,AP ,Habilitado ,17
MARCOS AURELIO CAVALCANTE NOBRE JUNIOR (Marcos Aurélio Cavalcante Nobre Júnior ) ,Música ,RO ,Habilitado ,36
MARIA ALICE GARCIA MARTINS (Maria Alice Garcia Martins) ,Música ,MS ,Eleito ,23
MARIA DA GRACA BOTENTUIT (Maria da Graça Botentuit Serra de Castro) ,Música ,MA ,Eleito ,183
MARIA EDUARDA PINHEIRO DOS SANTOS (duda santos ) ,Música ,RN ,Habilitado ,12
MARIA STELLA ROMITI PAIXAO (Maria Stella Romiti Paixão) ,Música ,SP ,Inabilitado ,1
MAURO DE ALMEIDA (mauro de almeida) ,Música ,RJ ,Habilitado ,41
MOZARA LENZI (Mozara Lenzi) ,Música ,SC ,Habilitado ,19
NAJLA ELISANGELA DOS SANTOS (Najla Elisângela dos Santos) ,Música ,SC ,Eleito ,122
NATALIA CARVALHO VEIGA (NatyVeiga) ,Música ,AM ,Habilitado ,26
ODER JUNIOR SILVA DE SA (Oder Júnior Silva de Sá) ,Música ,AM ,Eleito ,87
OSEIAS DE ALBUQUERQUE TRINDADE (Oseias de Trindade) ,Música ,SP ,Inabilitado ,40
PATRICIA MARIA COSTA DE MELLO (Patrícia Mello) ,Música ,RS ,Eleito ,43
PAULO EDUARDO FLORES DA SILVA (Paulo Flores) ,Música ,SP ,Habilitado ,12
PAULO SARKIS KEUCHEGERIAN (paulo sarkis keuchegerian) ,Música ,RN ,Habilitado ,25
RAFAEL ALVES DE VILHENA (Rafael Garganta) ,Música ,PA ,Habilitado ,135
RAFAEL ARAGAO PINTO (Rafael Aragão Pinto ) ,Música ,SE ,Eleito ,17
RAFAEL XANGO FERRI (Rafael Xangô Ferri) ,Música ,SC ,Habilitado ,4
RAIMUNDO GUTEMBERG DE OLIVEIRA NETO (BaiBai) ,Música ,PI ,Habilitado ,4
RENATA ALENCAR BECKMANN DE LIMA (RENATA ALENCAR BECKMANN DE LIMA) ,Música ,PA ,Habilitado ,4
RENIO STUDART QUINTAS (Rênio Studart Quintas) ,Música ,DF ,Habilitado ,38
REYGSON MAX PARREIRAS (Max Reygson) ,Música ,RO ,Inabilitado ,1
RICARDO MAZZINI BORDINI (Ricardo Mazzini Bordini) ,Música ,MA ,Habilitado ,3
RICARDO VELLOSO DE AQUINO JUNIOR (Ricardo Aquino ) ,Música ,PA ,Eleito ,196
RICARTE ALMEIDA SANTOS (Ricarte Almeida Santos) ,Música ,MA ,Eleito ,77
RIVANCLER CAVALCANTE DE FRANCA (Rivancler Cavalcante de França) ,Música ,PE ,Habilitado ,0
ROBERTO IVO CRUZ BARBOSA (roberto ivo cruz barbosa (beto di mayo)) ,Música ,PA ,Habilitado ,3
RODRIGO ANDRADE ALMEIDA (Rodrigo Andrade) ,Música ,AC ,Eleito ,85
RODRIGO SENA DE SOUZA ALVES COSTA (Rodrigo Sena) ,Música ,SP ,Habilitado ,15
ROGER MACEDO DRUMOND (ROGER MACEDO DRUMOND) ,Música ,MG ,Habilitado ,1
ROGERIO CARLOS CORREIA FLEURY (rogerio carlos correia fleury) ,Música ,GO ,Eleito ,52
SELMA FERNANDES DE MELO (Selma Fernandes de Melo) ,Música ,SP ,Habilitado ,5
SENIVAL BEZERRA DO NASCIMENTO FILHO (Senival Bezerra do Nascimento Filho) ,Música ,DF ,Habilitado ,0
SERGIO LUIZ MELERE (Sergio Luiz Melere) ,Música ,SC ,Habilitado ,217
SHEILA CRISTINA DA SILVA MOUTINHO (SHEILA CRISTINA DA SILVA MOUTINHO) ,Música ,PA ,Eleito ,26
SHEYNA ADAMO ATTAR (Sheyna Adamo Attar) ,Música ,SP ,Inabilitado ,1
SILAS DA SILVA GAMA (silas da silva gama) ,Música ,AP ,Habilitado ,29
SILVESTRE ANTONIO GOMES SANTOS (OGAN SILVESTRE ) ,Música ,RO ,Eleito ,20
TARSO TIASSU BRAZ DA SILVA (tarso tiassu braz da silva) ,Música ,AP ,Eleito ,103
TEOFILO PEREIRA DE LIMA (teofilo Pereira de Lima) ,Música ,RJ ,Eleito ,123
THIAGO PESSANHA CORREA (Thiago Pessanha Correa) ,Música ,ES ,Habilitado ,1
UBIRAJARA SOARES (Ubirajara Soares ) ,Música ,RN ,Habilitado ,8
ULISSES FLAVIO SAMANIEGO DE JESUS (ULISSES SAMANIEGO) ,Música ,MT ,Eleito ,29
VALDINEI FERREIRA DOS ANJOS (Valdinei anjos) ,Música ,AP ,Inabilitado ,90
VALNEI GONCALVES DO NASCIMENTO (Valnei Ainê) ,Música ,RJ ,Habilitado ,2
VANDILSON ALVES DE JESUS (Vandilson Alves De Jesus) ,Música ,PA ,Habilitado ,2
VERA LUCIA VIGARIO DA COSTA (Vera Lúcia Vigário da Costa ) ,Música ,AP ,Habilitado ,43
VICTOR MATHEUS PORTAL DE MATOS (Victor Matheus Portal de Matos) ,Música ,RR ,Habilitado ,2
VINICIUS TOCANTINS MARQUES (Vinícius Tocantins Marques) ,Música ,RR ,Habilitado ,19
WALDEMAR MOURA LIMA (PERNAMBUCO) ,Música ,RS ,Habilitado ,20
WANDERLEY CARDOSO DE OLIVEIRA (wanderley cardoso de oliveira) ,Música ,MG ,Eleito ,13
WASKA DE LIMA DA SILVA (Waska Lima) ,Música ,DF ,Habilitado ,2
YURI DO AMARAL BEZERRA (Yuri do Amaral Bezerra) ,Música ,DF ,Inabilitado ,61
ADACIR JOSE FLORES (Adacir José Flores) ,Patrimônio Imaterial ,RS ,Habilitado ,1
ADRIANA BATISTA DE ALEXANDRIA ARAUJO (Diana ) ,Patrimônio Imaterial ,RN ,Habilitado ,7
AERTON EZEQUIEL ALVES (Aerton Ezequiel Alves) ,Patrimônio Imaterial ,PI ,Eleito ,17
AGNALDO SILVEIRA CARDOSO (Agnaldo Silveira Cardoso) ,Patrimônio Imaterial ,MS ,Inabilitado ,3
ALESSANDRA RIBEIRO MARTINS (Alessandra Ribeiro Martins) ,Patrimônio Imaterial ,SP ,Habilitado ,156
ALEXANDRE ALBERTO SANTOS DE OLIVEIRA (Alexandre L'Omi L'Odò) ,Patrimônio Imaterial ,PE ,Habilitado ,0
ALISSON SOUSA CASTRO (Álisson Sousa Castro) ,Patrimônio Imaterial ,SC ,Habilitado ,4
ANA VANESKA SANTOS DE ALMEIDA (Ana Vaneska Santos de Almeida) ,Patrimônio Imaterial ,BA ,Eleito ,213
ANANDA MACHADO (Ananda Machado) ,Patrimônio Imaterial ,RR ,Habilitado ,13
ANDRE JOAQUIM DOS SANTOS (André Joaquim dos Santos (Mestre André dos Guerreiros)) ,Patrimônio Imaterial ,AL ,Habilitado ,1
ANGELICE BATISTA DOS SANTOS (Angelice Batista) ,Patrimônio Imaterial ,BA ,Habilitado ,8
ANTONIEL ALVES DOS SANTOS (Antoniel Alves dos Santos) ,Patrimônio Imaterial ,MA ,Habilitado ,0
ANTONIO FRANCISCO DE ALMEIDA MACIEL (ANTONIO FRANCISCO DE ALMEIDA MACIEL) ,Patrimônio Imaterial ,PA ,Habilitado ,24
ARIANE CRISTINA BATISTA (Ariane Cristina Batista) ,Patrimônio Imaterial ,SC ,Habilitado ,4
AURIMAR SILVA ARAUJO (Aurimar Araújo) ,Patrimônio Imaterial ,PA ,Eleito ,108
AYRTON LOPES VIOLENTO (Ayrton Violento) ,Patrimônio Imaterial ,RJ ,Inabilitado ,1
BEATRIZ VIDAL LEITE RIBEIRO (Beatriz Vidal) ,Patrimônio Imaterial ,RJ ,Habilitado ,12
